,Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
2496,2527,FIFA Soccer 09,PSP,2008.0,Sports,EA Sports  ,EA Canada  ,8.1,,0.23,0.73,0.02,0.37,1.35,https://www.vgchartz.com/games/boxart/6417396ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-09_banner71.jpg
2499,2530,FIFA Soccer 08,X360,2007.0,Sports,EA Sports  ,EA Canada  ,,,0.31,0.89,0.01,0.14,1.35,https://www.vgchartz.com/games/boxart/4862823ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-08_banner12.jpg
2500,2531,Test Drive,PS2,2002.0,Racing,Atari  ,Pitbull Syndicate  ,,,0.95,0.21,0.01,0.18,1.34,https://www.vgchartz.com/games/boxart/full_3945004AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/test-drive_banner34.jpg
2501,2532,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.2,,0.66,0.45,0.04,0.2,1.34,https://www.vgchartz.com/games/boxart/full_3761361AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tom-clancys-rainbow-six-vegas-2_banner57.jpg
2502,2533,Devil May Cry 4,X360,2008.0,Action,Capcom  ,Capcom  ,8.5,,0.79,0.34,0.08,0.13,1.34,https://www.vgchartz.com/games/boxart/full_7623118AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/devil-may-cry-4_banner78.jpg
2503,2534,F1 2010,PS3,2010.0,Racing,Codemasters  ,Codemasters Birmingham  ,8.0,,0.25,0.75,0.08,0.26,1.34,https://www.vgchartz.com/games/boxart/full_f1-2010_6AmericaFront.jpg,https://www.vgchartz.com/games/banners/f1-2010_banner80.jpg
2505,2536,The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Adventure,Nintendo  ,GREZZO  ,7.4,,0.61,0.34,0.19,0.09,1.24,https://www.vgchartz.com/games/boxart/full_3672668AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/293486885729ccc.png
2507,2538,The ICO & Shadow of the Colossus Collection,PS3,2011.0,Adventure,Sony Computer Entertainment  ,Bluepoint Games  ,9.0,,0.67,0.36,0.13,0.18,1.34,https://www.vgchartz.com/games/boxart/full_ico-and-shadow-of-the-colossus-collection_717AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-ico-ampamp-shadow-of-the-colossus-collection_banner27.jpg
2508,2539,Donkey Kong Jungle Beat,GC,2005.0,Platform,Nintendo  ,Nintendo EAD Tokyo  ,7.9,,0.84,0.22,0.24,0.04,1.34,https://www.vgchartz.com/games/boxart/full_9684129AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-jungle-beat_banner41.jpg
2509,2540,Need for Speed Carbon,PS2,2006.0,Racing,Electronic Arts  ,EA Black Box  ,7.7,,1.22,0.05,0.05,0.01,1.34,https://www.vgchartz.com/games/boxart/full_2425481AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-carbon_banner70.png
2510,2541,Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts  ,EA Digital Illusions CE  ,8.6,,0.76,0.36,0.05,0.17,1.34,https://www.vgchartz.com/games/boxart/6513999ccc.jpg,https://www.vgchartz.com/games/banners/battlefield-bad-company_banner39.jpg
2516,2547,Crysis 2,PS3,2011.0,Shooter,Electronic Arts  ,Crytek  ,8.8,,0.48,0.57,0.06,0.22,1.33,https://www.vgchartz.com/games/boxart/full_crysis-2_295AmericaFront.jpg,https://www.vgchartz.com/games/banners/crysis-2_banner24.jpg
2517,2548,Saints Row IV,PS3,2013.0,Action,Deep Silver  ,Volition Inc.  ,,,0.58,0.45,0.09,0.21,1.33,https://www.vgchartz.com/games/boxart/full_7865730AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/811795171731ccc.jpg
2518,2549,Alan Wake,X360,2010.0,Action,Microsoft Game Studios  ,Remedy Entertainment  ,8.3,,0.66,0.5,0.05,0.12,1.33,https://www.vgchartz.com/games/boxart/full_1170189AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/alan-wake_banner46.png
2520,2551,Spider-Man: The Movie,GBA,2002.0,Platform,Activision  ,Digital Eclipse  ,7.9,,0.92,0.35,0.01,0.05,1.33,https://www.vgchartz.com/games/boxart/full_spider-man-the-movie_712AmericaFront.jpg,https://www.vgchartz.com/games/banners/spider-man-the-movie_banner0.png
2521,2552,Ni no Kuni: Wrath of the White Witch,PS3,2013.0,Role-Playing,Namco Bandai Games  ,Level 5/Studio Ghibli  ,,,0.6,0.51,0.21,0.22,1.54,https://www.vgchartz.com/games/boxart/full_8445515AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ninokuni-shiroki-seihai-no-joou_banner57.jpg
2522,2553,Tales of Xillia,PS3,2013.0,Role-Playing,Namco Bandai Games  ,Namco Tales Studio  ,,,0.29,0.2,0.67,0.1,1.25,https://www.vgchartz.com/games/boxart/full_4291775AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tales-of-xillia_banner53.jpg
2524,2555,Tony Hawk's Pro Skater,GB,2000.0,Sports,Activision  ,Natsume  ,7.1,,0.9,0.38,0.01,0.05,1.33,https://www.vgchartz.com/games/boxart/full_8286007AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-pro-skater_banner12.jpg
2529,2560,Grand Theft Auto: Chinatown Wars,DS,2009.0,Adventure,Rockstar Games  ,Rockstar Leeds/North  ,9.5,9.6,0.58,0.56,0.05,0.14,1.33,https://www.vgchartz.com/games/boxart/full_7823563AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-chinatown-wars_banner43.jpg
2531,2562,WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ  ,Yuke's Media Creations  ,7.3,,0.62,0.5,0.01,0.2,1.33,https://www.vgchartz.com/games/boxart/6305625ccc.jpg,https://www.vgchartz.com/games/banners/wwe-smackdown-vs-raw-2008_banner61.jpg
2533,2564,UFC Undisputed 2010,X360,2010.0,Fighting,THQ  ,Yuke's Future Media Creators  ,8.6,,0.9,0.31,0.0,0.11,1.32,https://www.vgchartz.com/games/boxart/full_8033207AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ufc-undisputed-2010_banner89.jpg
2534,2565,Fallout 76,PS4,2018.0,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,5.1,,0.52,0.49,0.1,0.2,1.32,https://www.vgchartz.com/games/boxart/full_1517894AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/467979222026ccc.png
2535,2566,Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts  ,Team Fusion  ,7.6,,0.69,0.38,0.02,0.24,1.32,https://www.vgchartz.com/games/boxart/full_6481743AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/72551511577ccc.jpg
2537,2568,Gyromite,NES,1985.0,Puzzle,Nintendo  ,Nintendo R&D1  ,,,0.73,0.16,0.4,0.03,1.32,https://www.vgchartz.com/games/boxart/full_7373881AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/28176086285ccc.png
2539,2570,TOCA 2 Touring Car Championship,PS,1999.0,Racing,Codemasters  ,Codemasters  ,,,0.03,1.16,0.02,0.11,1.32,https://www.vgchartz.com/games/boxart/full_7031969AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/14557576500ccc.png
2541,2572,MAG: Massive Action Game,PS3,2010.0,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,7.4,9.5,0.77,0.3,0.09,0.16,1.32,https://www.vgchartz.com/games/boxart/full_8702440AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mag-massive-action-game_banner80.jpg
2547,2578,Rage,PS3,2011.0,Shooter,Bethesda Softworks  ,id Software  ,7.9,,0.47,0.59,0.06,0.2,1.32,https://www.vgchartz.com/games/boxart/full_rage_721AmericaFront.jpg,https://www.vgchartz.com/games/banners/rage_banner16.png
2553,2584,Lego Star Wars: The Force Awakens,PS4,2016.0,Action-Adventure,Warner Bros. Interactive Entertainment  ,TT Fusion  ,,,0.3,0.78,0.02,0.2,1.31,https://www.vgchartz.com/games/boxart/full_949644AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/799790286457ccc.jpg
2555,2586,Nintendo Labo: Toy-Con 01 Variety Kit,NS,2018.0,Misc,Nintendo  ,Nintendo EPD  ,7.7,,0.44,0.34,0.27,0.07,1.12,https://www.vgchartz.com/games/boxart/full_7635995AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/215124220877ccc.jpg
2568,2599,NBA Live 07,PS2,2006.0,Sports,EA Sports  ,EA Canada  ,6.3,,1.07,0.04,0.02,0.17,1.3,https://www.vgchartz.com/games/boxart/full_4280869AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/nba-live-07_banner42.jpg
2572,2603,Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom  ,Capcom  ,8.6,,0.99,0.63,0.29,0.19,2.09,https://www.vgchartz.com/games/boxart/full_289274AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/devil-may-cry-3-dantes-awakening_banner42.jpg
2576,2607,Final Fantasy X / X-2 HD Remaster,PS3,2014.0,Role-Playing,Square Enix  ,Square Enix  ,,,0.43,0.39,0.32,0.16,1.3,https://www.vgchartz.com/games/boxart/full_223481AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/399057478197ccc.jpg
2577,2608,Final Fantasy: Crystal Chronicles,GC,2004.0,Role-Playing,Nintendo  ,Square Enix  ,7.7,7.5,0.72,0.38,0.36,0.04,1.49,https://www.vgchartz.com/games/boxart/full_8174480AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-crystal-chronicles_banner31.png
2578,2609,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Role-Playing,Square Enix  ,Square Enix  ,7.5,,0.88,0.27,0.34,0.1,1.6,https://www.vgchartz.com/games/boxart/full_kingdom-hearts-3d-dream-drop-distance_584JapanFront.jpg,https://www.vgchartz.com/games/banners/kingdom-hearts-3d-dream-drop-distance_banner85.jpg
2579,2610,Kingdom Hearts HD II.8 Final Chapter Prologue,PS4,2017.0,Role-Playing,Square Enix  ,Square-Enix  ,7.6,,0.57,0.25,0.2,0.17,1.2,https://www.vgchartz.com/games/boxart/full_8761455AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/529154485993ccc.jpg
2580,2611,Monster Hunter Freedom,PSP,2006.0,Role-Playing,Capcom  ,Capcom  ,7.0,,0.24,0.04,1.03,0.04,1.34,https://www.vgchartz.com/games/boxart/full_4612841AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/monster-hunter-freedom_banner77.jpg
2582,2613,Resident Evil: The Umbrella Chronicles,Wii,2007.0,Shooter,Capcom  ,Cavia Inc.  ,7.5,8.0,0.67,0.43,0.29,0.14,1.52,https://www.vgchartz.com/games/boxart/full_358108AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-the-umbrella-chronicles_banner86.jpg
2584,2615,SaGa Frontier,PS,1998.0,Role-Playing,Sony Computer Entertainment  ,SquareSoft  ,8.0,,0.15,0.04,1.07,0.09,1.35,https://www.vgchartz.com/games/boxart/3546314ccc.jpg,https://www.vgchartz.com/games/banners/saga-frontier_banner9.png
2585,2616,Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom  ,Capcom  ,8.5,,0.55,0.45,0.14,0.09,1.22,https://www.vgchartz.com/games/boxart/full_super-street-fighter-iv-3d-edition_316AmericaFront.jpg,https://www.vgchartz.com/games/banners/super-street-fighter-iv-3d-edition_banner47.jpg
2589,2620,Xenogears,PS,1998.0,Role-Playing,Square  ,SquareSoft  ,7.8,,0.29,0.19,0.89,0.1,1.46,https://www.vgchartz.com/games/boxart/full_4631524AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/xenogears_banner81.jpg
2590,2621,Assassin's Creed: Rogue,PS3,2014.0,Action,Ubisoft  ,Ubisoft Sofia  ,,,0.46,0.57,0.07,0.2,1.3,https://www.vgchartz.com/games/boxart/full_9105098AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/450812284000ccc.png
2592,2623,Digimon World,PS,2000.0,Role-Playing,Bandai  ,Bandai  ,,,0.56,0.38,0.28,0.08,1.3,https://www.vgchartz.com/games/boxart/full_8928484AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/digimon-world_banner54.jpg
2594,2625,High School Musical 3: Senior Year DANCE!,Wii,2008.0,Misc,Disney Interactive Studios  ,Page 44 Studios  ,,,0.67,0.49,0.0,0.13,1.29,https://www.vgchartz.com/games/boxart/full_9752176AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/high-school-musical-3-senior-year-dance_banner8.jpg
2595,2626,The Last Guardian,PS4,2016.0,Action-Adventure,Sony Interactive Entertainment  ,SIE Japan Studio  ,7.9,,0.4,0.58,0.13,0.19,1.29,https://www.vgchartz.com/games/boxart/full_6724026AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/257790985727ccc.jpg
2597,2628,Mega Man Battle Network 3 Blue / White Version,GBA,2003.0,Role-Playing,Capcom  ,Capcom  ,,,0.39,0.02,0.85,0.03,1.29,https://www.vgchartz.com/games/boxart/full_4496423AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mega-man-battle-network-3-blue-white-version_banner15.jpg
2598,2629,Watch Dogs,X360,2014.0,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,0.73,0.44,0.01,0.11,1.29,https://www.vgchartz.com/games/boxart/full_4268058AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/538716170776ccc.jpg
2599,2630,Dark Souls II,PS3,2015.0,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.38,0.35,0.41,0.15,1.29,https://www.vgchartz.com/games/boxart/full_5429372AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/748528672895ccc.png
2606,2637,Gold's Gym: Cardio Workout,Wii,2009.0,Sports,Ubisoft  ,Rocket Company  ,,,1.1,0.04,0.06,0.09,1.29,https://www.vgchartz.com/games/boxart/full_3915280AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/golds-gym-cardio-workout_banner23.jpg
2608,2639,Borderlands: The Handsome Collection,PS4,2015.0,Shooter,2K Games  ,Gearbox Software  ,,,0.69,0.34,0.03,0.22,1.28,https://www.vgchartz.com/games/boxart/full_6684256AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/713986785113ccc.png
2610,2641,Project CARS,PS4,2015.0,Racing,Bandai Namco Games  ,Slightly Mad Studios  ,,,0.29,0.76,0.04,0.19,1.28,https://www.vgchartz.com/games/boxart/full_8741098AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/858045978627ccc.png
2614,2645,Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts  ,EA Black Box  ,6.4,,0.45,0.66,0.02,0.15,1.28,https://www.vgchartz.com/games/boxart/5612444ccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-carbon_banner19.png
2616,2647,Injustice: Gods Among Us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,,0.5,0.56,0.01,0.21,1.28,https://www.vgchartz.com/games/boxart/full_9002745AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/26285971002ccc.jpg
2623,2654,Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami  ,Konami Computer Entertainment Tokyo  ,9.3,9.0,0.58,0.4,0.21,0.08,1.27,https://www.vgchartz.com/games/boxart/full_5107716AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/castlevania-symphony-of-the-night_banner99.jpg
2629,2660,WWE '12,X360,2011.0,Fighting,THQ  ,"Yuke's Co., Ltd.  ",7.5,,0.74,0.4,0.0,0.12,1.27,https://www.vgchartz.com/games/boxart/full_wwe-12_98AmericaFront.jpg,https://www.vgchartz.com/games/banners/wwe-12_banner70.jpg
2631,2662,Hogan's Alley,NES,1985.0,Shooter,Nintendo  ,Intelligent Systems  ,,,0.68,0.16,0.41,0.02,1.27,https://www.vgchartz.com/games/boxart/5567937ccc.jpg,https://www.vgchartz.com/games/banners/hogans-alley_banner85.jpg
2632,2663,Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo  ,Camelot Software Planning  ,8.1,,1.09,0.15,0.25,0.04,1.53,https://www.vgchartz.com/games/boxart/8914435ccc.jpg,https://www.vgchartz.com/games/banners/mario-golf-toadstool-tour_banner66.jpg
2634,2665,Pikmin 3,WiiU,2013.0,Strategy,Nintendo  ,Nintendo EAD  ,8.7,,0.47,0.38,0.29,0.08,1.23,https://www.vgchartz.com/games/boxart/full_7021889AmericaFrontccc.png,https://www.vgchartz.com/games/banners/27051125723ccc.png
2638,2669,.hack//Infection Part 1,PS2,2003.0,Role-Playing,Bandai  ,CyberConnect2  ,7.7,,0.49,0.38,0.26,0.13,1.27,https://www.vgchartz.com/games/boxart/9492661ccc.jpg,https://www.vgchartz.com/games/banners/hackinfection-part-1_banner10.jpg
2640,2671,Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts  ,Ghost Games  ,,,0.33,0.69,0.05,0.19,1.27,https://www.vgchartz.com/games/boxart/full_9394937AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/436626572239ccc.jpg
2643,2674,Battle Arena Toshinden,PS,1995.0,Fighting,Sony Computer Entertainment  ,Tamsoft  ,,,0.39,0.26,0.53,0.08,1.27,https://www.vgchartz.com/games/boxart/full_3519112AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/battle-arena-toshinden_banner56.png
2645,2676,Devil Dice,PS,1998.0,Puzzle,THQ  ,Shift  ,,,0.05,0.03,1.1,0.08,1.26,https://www.vgchartz.com/games/boxart/full_3934347AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/51811144759ccc.png
2647,2678,Brian Lara Cricket,PS,1998.0,Sports,Codemasters  ,Codemasters  ,,,0.02,1.13,0.01,0.1,1.26,https://www.vgchartz.com/games/boxart/full_2553818PALFrontccc.jpg,https://www.vgchartz.com/games/banners/82171046200ccc.png
2650,2681,Tomb Raider: Underworld,PS3,2008.0,Adventure,Eidos Interactive  ,Crystal Dynamics  ,7.8,,0.45,0.55,0.05,0.21,1.26,https://www.vgchartz.com/games/boxart/full_1603834AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tomb-raider-underworld_banner18.jpg
2653,2684,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment  ,Slant Six Games  ,6.3,,0.94,0.17,0.02,0.14,1.26,https://www.vgchartz.com/games/boxart/full_4453359AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/socom-us-navy-seals-confrontation_banner89.jpg
2654,2685,Far Cry 4,PS3,2014.0,Shooter,Ubisoft  ,Ubisoft Montreal  ,,,0.35,0.63,0.09,0.19,1.26,https://www.vgchartz.com/games/boxart/full_3767255AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/783890982097ccc.jpg
2656,2687,Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft  ,Griptonite Studio  ,6.3,,0.43,0.5,0.05,0.28,1.26,https://www.vgchartz.com/games/boxart/full_2923134AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/assassins-creed-bloodlines_banner34.jpg
2658,2689,Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts  ,Krome Studios  ,,,0.49,0.0,0.01,0.75,1.25,https://www.vgchartz.com/games/boxart/full_8841685AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-the-force-unleashed_banner14.jpg
2660,2691,Dead or Alive 4,X360,2005.0,Fighting,Tecmo  ,Team Ninja  ,8.6,,0.3,0.03,0.1,0.03,0.47,https://www.vgchartz.com/games/boxart/1244541ccc.jpg,https://www.vgchartz.com/games/banners/dead-or-alive-4_banner60.jpg
2663,2694,PokéPark Wii: Pikachu's Adventure,Wii,2010.0,Adventure,Nintendo  ,Creatures Inc.  ,,,0.53,0.17,0.42,0.06,1.18,https://www.vgchartz.com/games/boxart/full_pokepark-wii-pikachus-adventure_3AmericaFront.jpg,https://www.vgchartz.com/games/banners/pokepark-wii-pikachus-adventure_banner32.jpg
2664,2695,Resident Evil Zero,GC,2002.0,Action,Capcom  ,Capcom Production Studio 3 / Flagship  ,8.2,,0.54,0.27,0.45,0.04,1.29,https://www.vgchartz.com/games/boxart/6390293ccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-zero_banner54.jpg
2665,2696,Reel Fishing,PS,1998.0,Sports,Natsume  ,Pack-In Video  ,,,0.99,0.13,0.1,0.04,1.25,https://www.vgchartz.com/games/boxart/7104719ccc.jpg,https://www.vgchartz.com/games/banners/30278231873ccc.png
2666,2697,Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts  ,Electronic Arts  ,8.4,,1.0,0.13,0.02,0.1,1.25,https://www.vgchartz.com/games/boxart/full_7241870AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-most-wanted_banner70.png
2667,2698,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft  ,Ubisoft  ,,,0.47,0.53,0.03,0.22,1.25,https://www.vgchartz.com/games/boxart/616863ccc.jpg,https://www.vgchartz.com/games/banners/tom-clancys-rainbow-six-vegas_banner61.png
2668,2699,Black,PS2,2006.0,Shooter,Electronic Arts  ,Criterion Games  ,7.7,,1.01,0.04,0.03,0.16,1.25,https://www.vgchartz.com/games/boxart/full_5505392AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/black_banner72.png
2674,2705,Cars 2,DS,2011.0,Racing,Disney Interactive Studios  ,Avalanche Software  ,6.5,,0.68,0.41,0.04,0.12,1.25,https://www.vgchartz.com/games/boxart/full_cars-2-the-video-game_972AmericaFront.jpg,https://www.vgchartz.com/games/banners/cars-2-the-video-game_banner10.jpg
2680,2711,Ridge Racer V,PS2,2000.0,Racing,Namco  ,Namco  ,,,0.24,0.19,0.75,0.06,1.24,https://www.vgchartz.com/games/boxart/4163617ccc.jpg,https://www.vgchartz.com/games/banners/ridge-racer-v_banner16.jpg
2681,2712,Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts  ,EA DICE  ,,,0.73,0.39,0.01,0.11,1.24,https://www.vgchartz.com/games/boxart/full_815951AmericaFrontccc.png,https://www.vgchartz.com/games/banners/675769982887ccc.jpg
2684,2715,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games  ,CyberConnect2  ,,,0.32,0.36,0.15,0.13,0.97,https://www.vgchartz.com/games/boxart/full_8181752AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/224526171320ccc.png
2685,2716,Tetris 2,GB,1993.0,Puzzle,Nintendo  ,Nintendo  ,,,0.56,0.22,0.43,0.03,1.24,https://www.vgchartz.com/games/boxart/full_9644058AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tetris-2-all-region-sales_banner78.jpg
2690,2721,Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts  ,EA Black Box  ,7.8,,0.49,0.51,0.03,0.2,1.24,https://www.vgchartz.com/games/boxart/4458393ccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-carbon_banner13.png
2697,2728,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,EA Sports  ,EA Canada  ,8.2,,0.3,0.64,0.07,0.22,1.23,https://www.vgchartz.com/games/boxart/full_3253995AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2010-fifa-world-cup-south-africa_banner7.png
2701,2732,Castlevania,NES,1987.0,Platform,Konami  ,Konami  ,,,0.54,0.06,0.62,0.01,1.23,https://www.vgchartz.com/games/boxart/full_9376257AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/castlevania_banner3.jpg
2702,2733,Kirby Tilt 'n' Tumble,GB,2001.0,Puzzle,Nintendo  ,HAL Laboratory  ,,,0.29,0.17,0.75,0.02,1.23,https://www.vgchartz.com/games/boxart/full_6859898AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/kirby-tilt-n-tumble_banner17.jpg
2703,2734,Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo  ,Rare Ltd.  ,7.6,,0.79,0.27,0.12,0.04,1.23,https://www.vgchartz.com/games/boxart/3613637ccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-country-2_banner59.jpg
2705,2736,Star Wars Battlefront II,PSP,2005.0,Shooter,LucasArts  ,Savage Entertainment  ,6.9,,1.05,0.06,0.01,0.1,1.22,https://www.vgchartz.com/games/boxart/full_5918118AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-battlefront-ii_banner49.jpg
2706,2737,Intelligent Qube,PS,1997.0,Puzzle,Sony Computer Entertainment  ,Sony Computer Entertainment  ,7.4,,0.13,0.07,1.0,0.02,1.22,https://www.vgchartz.com/games/boxart/2796675ccc.jpg,https://www.vgchartz.com/games/banners/65917913511ccc.png
2707,2738,Game & Watch Gallery 2,GB,1998.0,Misc,Nintendo  ,Nintendo  ,,,0.76,0.3,0.12,0.04,1.22,https://www.vgchartz.com/games/boxart/925952ccc.jpg,https://www.vgchartz.com/games/banners/game-ampamp-watch-gallery-2_banner34.jpg
2708,2739,Game & Watch Gallery 3,GB,1999.0,Misc,Nintendo  ,Nintendo  ,,,0.79,0.31,0.08,0.04,1.22,https://www.vgchartz.com/games/boxart/8660173ccc.jpg,https://www.vgchartz.com/games/banners/game-ampamp-watch-gallery-3_banner71.jpg
2709,2740,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo  ,HAL Laboratory  ,8.4,,0.48,0.06,0.41,0.05,1.0,https://www.vgchartz.com/games/boxart/full_kirby-mass-attack_779AmericaFront.jpg,https://www.vgchartz.com/games/banners/kirby-mass-attack_banner22.jpg
2711,2742,Pac-Man,NES,1993.0,Puzzle,Namco  ,Namco  ,,,0.27,0.08,0.85,0.02,1.22,https://www.vgchartz.com/games/boxart/6683678ccc.jpg,https://www.vgchartz.com/games/banners/pac-man_banner67.jpg
2714,2745,Parfait: Chocolat Second Style,PS2,2006.0,Adventure,Alchemist  ,Alchemist  ,,,0.59,0.46,0.01,0.15,1.22,https://www.vgchartz.com/games/boxart/full_3716612JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/71400233995ccc.png
2720,2751,NBA 2K2,PS2,2002.0,Sports,Sega  ,Visual Concepts  ,,,0.59,0.46,0.01,0.15,1.22,https://www.vgchartz.com/games/boxart/full_3213949AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/nba-2k2_banner49.jpg
2726,2757,Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts  ,EA Los Angeles  ,,,0.25,0.7,0.03,0.24,1.21,https://www.vgchartz.com/games/boxart/full_5904156AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/medal-of-honor-airborne_banner11.jpg
2727,2758,Bayonetta,PS3,2010.0,Action,Sega  ,PlatinumGames  ,8.6,7.2,0.44,0.4,0.21,0.16,1.21,https://www.vgchartz.com/games/boxart/full_3265725AmericaFrontccc.png,https://www.vgchartz.com/games/banners/bayonetta_banner32.png
2730,2761,Star Wars Episode 1: Jedi Power Battles,PS,2000.0,Action,LucasArts  ,LucasArts  ,,,0.66,0.48,0.01,0.06,1.21,https://www.vgchartz.com/games/boxart/full_star-wars-episode-1-jedi-power-battles_150AmericaFront.jpg,https://www.vgchartz.com/games/banners/star-wars-episode-1-jedi-power-battles_banner61.jpg
